"item","correct_sentence","incorrect_form_1","incorrect_form_2","incorrect_form_3","incorrect_sentence_1","incorrect_sentence_2","incorrect_sentence_3"
"1857","""Mae'n gyfle i Gymry Cymraeg gymryd cam positif i gefnogi lansiad gwasg annibynnol Gymreig a Chymraeg fydd yn rhoi llais cryf i Gymru,"" meddai Wyn Williams sy'n un o'r Cyfeillion.","Cymreig","Nghymreig","Chymreig","""Mae'n gyfle i Gymry Cymraeg gymryd cam positif i gefnogi lansiad gwasg annibynnol Cymreig a Chymraeg fydd yn rhoi llais cryf i Gymru,"" meddai Wyn Williams sy'n un o'r Cyfeillion.","""Mae'n gyfle i Gymry Cymraeg gymryd cam positif i gefnogi lansiad gwasg annibynnol Nghymreig a Chymraeg fydd yn rhoi llais cryf i Gymru,"" meddai Wyn Williams sy'n un o'r Cyfeillion.","""Mae'n gyfle i Gymry Cymraeg gymryd cam positif i gefnogi lansiad gwasg annibynnol Chymreig a Chymraeg fydd yn rhoi llais cryf i Gymru,"" meddai Wyn Williams sy'n un o'r Cyfeillion."
"1897","Sioe gerdd yn seiliedig ar yr hen chwedl Wyddelig am y tywysog Osian a Nia Ben Aur, y ferch o Dir Na n-Og, yw Nia Ben Aur.","Gwyddelig","Ngwyddelig",NA,"Sioe gerdd yn seiliedig ar yr hen chwedl Gwyddelig am y tywysog Osian a Nia Ben Aur, y ferch o Dir Na n-Og, yw Nia Ben Aur.","Sioe gerdd yn seiliedig ar yr hen chwedl Ngwyddelig am y tywysog Osian a Nia Ben Aur, y ferch o Dir Na n-Og, yw Nia Ben Aur.",NA
"1940","Gellir chwifio baner Cymru, Triban yr Urdd neu faner Owain Glyndŵr ar yr orymdaith hefyd.","baner","maner",NA,"Gellir chwifio baner Cymru, Triban yr Urdd neu baner Owain Glyndŵr ar yr orymdaith hefyd.","Gellir chwifio baner Cymru, Triban yr Urdd neu maner Owain Glyndŵr ar yr orymdaith hefyd.",NA
"1945","""Dw i isio gwneud yn siŵr fod pob dim yn cario ymlaen – bod niferoedd ddim yn gwaethygu pan na fyddwn ym Mhantycelyn,"" meddai wedyn.","bod","mod",NA,"""Dw i isio gwneud yn siŵr bod pob dim yn cario ymlaen – bod niferoedd ddim yn gwaethygu pan na fyddwn ym Mhantycelyn,"" meddai wedyn.","""Dw i isio gwneud yn siŵr mod pob dim yn cario ymlaen – bod niferoedd ddim yn gwaethygu pan na fyddwn ym Mhantycelyn,"" meddai wedyn.",NA
"1996","Wedyn yn goron ar y cyfan bu i'r comedïwr Michael McIntyre ddefnyddio ei raglen sgwrs ar BBC1 i gymharu'r iaith Gymraeg â Pingu, gan honni nad oedd neb ond Alex Jones yn ei siarad, gyda'r gynulleidfa yn morio chwerthin yn gefndirol ar ei sylwadau ffraeth.","rhaglen",NA,NA,"Wedyn yn goron ar y cyfan bu i'r comedïwr Michael McIntyre ddefnyddio ei rhaglen sgwrs ar BBC1 i gymharu'r iaith Gymraeg â Pingu, gan honni nad oedd neb ond Alex Jones yn ei siarad, gyda'r gynulleidfa yn morio chwerthin yn gefndirol ar ei sylwadau ffraeth.",NA,NA
"2031","Chlywodd e monot ti.","Clywodd","Glywodd","Nghlywodd","Clywodd e monot ti.","Glywodd e monot ti.","Nghlywodd e monot ti."
"2129","Yng nghorff y llyfr ymdrinir â rhai materion ieithyddol, gan ganolbwyntio ar wendidau a welir heddiw oherwydd sefyllfa'r Cymro, ond gwendidau y gellir eu cywiro i gyd, dim ond arfer ychydig o synnwyr.","gwendidau","ngwendidau",NA,"Yng nghorff y llyfr ymdrinir â rhai materion ieithyddol, gan ganolbwyntio ar gwendidau a welir heddiw oherwydd sefyllfa'r Cymro, ond gwendidau y gellir eu cywiro i gyd, dim ond arfer ychydig o synnwyr.","Yng nghorff y llyfr ymdrinir â rhai materion ieithyddol, gan ganolbwyntio ar ngwendidau a welir heddiw oherwydd sefyllfa'r Cymro, ond gwendidau y gellir eu cywiro i gyd, dim ond arfer ychydig o synnwyr.",NA
"2135","Wrth i'r chwarel dyfu tyrrodd gweithwyr a'u teuluoedd i Benmaenmawr o bob cwr o ogledd-orllewin Cymru a thu hwnt.","Penmaenmawr","Mhenmaenmawr","Phenmaenmawr","Wrth i'r chwarel dyfu tyrrodd gweithwyr a'u teuluoedd i Penmaenmawr o bob cwr o ogledd-orllewin Cymru a thu hwnt.","Wrth i'r chwarel dyfu tyrrodd gweithwyr a'u teuluoedd i Mhenmaenmawr o bob cwr o ogledd-orllewin Cymru a thu hwnt.","Wrth i'r chwarel dyfu tyrrodd gweithwyr a'u teuluoedd i Phenmaenmawr o bob cwr o ogledd-orllewin Cymru a thu hwnt."
"2136","Hefyd, dylech bob amser wisgo menig wrth drin gwrthrychau.","gwisgo","ngwisgo",NA,"Hefyd, dylech bob amser gwisgo menig wrth drin gwrthrychau.","Hefyd, dylech bob amser ngwisgo menig wrth drin gwrthrychau.",NA
"2142","Er mae peth gwaith ar ôl i orffen y lle gwag a adawyd gan yr adeiladau a losgodd.","gadawyd","ngadawyd",NA,"Er mae peth gwaith ar ôl i orffen y lle gwag a gadawyd gan yr adeiladau a losgodd.","Er mae peth gwaith ar ôl i orffen y lle gwag a ngadawyd gan yr adeiladau a losgodd.",NA
"2170","Yr hyn a wneir fel rheol yw i ddau berson fynd i mewn i'r guddfan ac un yn dod allan, fel bod yr adar yn credu fod pawb wedi mynd.","cuddfan","nghuddfan","chuddfan","Yr hyn a wneir fel rheol yw i ddau berson fynd i mewn i'r cuddfan ac un yn dod allan, fel bod yr adar yn credu fod pawb wedi mynd.","Yr hyn a wneir fel rheol yw i ddau berson fynd i mewn i'r nghuddfan ac un yn dod allan, fel bod yr adar yn credu fod pawb wedi mynd.","Yr hyn a wneir fel rheol yw i ddau berson fynd i mewn i'r chuddfan ac un yn dod allan, fel bod yr adar yn credu fod pawb wedi mynd."
"2261","Mae'n un o dri pharc cenedlaethol yng Nghymru (gweler hefyd Bannau Brycheiniog a Phenfro).","parc","barc","mharc","Mae'n un o dri parc cenedlaethol yng Nghymru (gweler hefyd Bannau Brycheiniog a Phenfro).","Mae'n un o dri barc cenedlaethol yng Nghymru (gweler hefyd Bannau Brycheiniog a Phenfro).","Mae'n un o dri mharc cenedlaethol yng Nghymru (gweler hefyd Bannau Brycheiniog a Phenfro)."
"2293","Os am gymdeithasu yn Gymraeg beth am ymuno ag Adran neu Uwch Adran lle gellid wneud amrywiol weithgareddau yn wythnosol!","gweithgareddau","ngweithgareddau",NA,"Os am gymdeithasu yn Gymraeg beth am ymuno ag Adran neu Uwch Adran lle gellid wneud amrywiol gweithgareddau yn wythnosol!","Os am gymdeithasu yn Gymraeg beth am ymuno ag Adran neu Uwch Adran lle gellid wneud amrywiol ngweithgareddau yn wythnosol!",NA
"2327","Tu hwnt i'r arwydd, yn wynebu pawb sy'n cyrraedd y dref, mae canolfan wybodaeth a thair baner yn chwifio.","gwybodaeth","ngwybodaeth",NA,"Tu hwnt i'r arwydd, yn wynebu pawb sy'n cyrraedd y dref, mae canolfan gwybodaeth a thair baner yn chwifio.","Tu hwnt i'r arwydd, yn wynebu pawb sy'n cyrraedd y dref, mae canolfan ngwybodaeth a thair baner yn chwifio.",NA
"2334","Ar ôl cael ail wynt, mae canol y dref yn galw.","gwynt","ngwynt",NA,"Ar ôl cael ail gwynt, mae canol y dref yn galw.","Ar ôl cael ail ngwynt, mae canol y dref yn galw.",NA
"2339","Caewyd y ddau gapel ym mis Mehefin, gan uno'r aelodaeth a dechrau achos newydd yng Nghapel Coch.","capel","nghapel","chapel","Caewyd y ddau capel ym mis Mehefin, gan uno'r aelodaeth a dechrau achos newydd yng Nghapel Coch.","Caewyd y ddau nghapel ym mis Mehefin, gan uno'r aelodaeth a dechrau achos newydd yng Nghapel Coch.","Caewyd y ddau chapel ym mis Mehefin, gan uno'r aelodaeth a dechrau achos newydd yng Nghapel Coch."
"2360","Ei gerdd enwocaf, o bosib, yw ""Fy Ngwlad"", ac yn ddiweddar clywais glip radio o Dafydd Iwan yn ei darllen gerbron cynulleidfa fawr yn Eisteddfod yr Urdd Aberystwyth 1969.","clip","nghlip","chlip","Ei gerdd enwocaf, o bosib, yw ""Fy Ngwlad"", ac yn ddiweddar clywais clip radio o Dafydd Iwan yn ei darllen gerbron cynulleidfa fawr yn Eisteddfod yr Urdd Aberystwyth 1969.","Ei gerdd enwocaf, o bosib, yw ""Fy Ngwlad"", ac yn ddiweddar clywais nghlip radio o Dafydd Iwan yn ei darllen gerbron cynulleidfa fawr yn Eisteddfod yr Urdd Aberystwyth 1969.","Ei gerdd enwocaf, o bosib, yw ""Fy Ngwlad"", ac yn ddiweddar clywais chlip radio o Dafydd Iwan yn ei darllen gerbron cynulleidfa fawr yn Eisteddfod yr Urdd Aberystwyth 1969."
"2409","Bydd tair o ferched o Batagonia yn dod i Gymru dros yr haf er mwyn astudio'r Gymraeg, diolch i ysgoloriaethau gwerth £2000 yr un gan y Ganolfan Dysgu Cymraeg Genedlaethol.","Patagonia","Mhatagonia","Phatagonia","Bydd tair o ferched o Patagonia yn dod i Gymru dros yr haf er mwyn astudio'r Gymraeg, diolch i ysgoloriaethau gwerth £2000 yr un gan y Ganolfan Dysgu Cymraeg Genedlaethol.","Bydd tair o ferched o Mhatagonia yn dod i Gymru dros yr haf er mwyn astudio'r Gymraeg, diolch i ysgoloriaethau gwerth £2000 yr un gan y Ganolfan Dysgu Cymraeg Genedlaethol.","Bydd tair o ferched o Phatagonia yn dod i Gymru dros yr haf er mwyn astudio'r Gymraeg, diolch i ysgoloriaethau gwerth £2000 yr un gan y Ganolfan Dysgu Cymraeg Genedlaethol."
"2421","Roedd y gynulleidfa yn gwisgo masgiau ac roedden nhw wedi'u pellhau'n gymdeithasol yn unol â rheolau Covid, gyda'r Frenhines yn eistedd ar ei phen ei hun.","pen","ben","mhen","Roedd y gynulleidfa yn gwisgo masgiau ac roedden nhw wedi'u pellhau'n gymdeithasol yn unol â rheolau Covid, gyda'r Frenhines yn eistedd ar ei pen ei hun.","Roedd y gynulleidfa yn gwisgo masgiau ac roedden nhw wedi'u pellhau'n gymdeithasol yn unol â rheolau Covid, gyda'r Frenhines yn eistedd ar ei ben ei hun.","Roedd y gynulleidfa yn gwisgo masgiau ac roedden nhw wedi'u pellhau'n gymdeithasol yn unol â rheolau Covid, gyda'r Frenhines yn eistedd ar ei mhen ei hun."
"2470","Edrychwn ymlaen yn fawr i wrando ar anerchiad y Llywydd, y Prifardd Myrddin ap Dafydd, ac yr ydym yn ddiolchgar iddo am sicrhau amser yn nyddiadur prysur yr Archdderwydd i ymweld â Chyfeillion GPC, sydd yn ymfalchïo yn ei benodiad i'r swydd ac yn ei longyfarch yn fawr.","dyddiadur","ddyddiadur",NA,"Edrychwn ymlaen yn fawr i wrando ar anerchiad y Llywydd, y Prifardd Myrddin ap Dafydd, ac yr ydym yn ddiolchgar iddo am sicrhau amser yn dyddiadur prysur yr Archdderwydd i ymweld â Chyfeillion GPC, sydd yn ymfalchïo yn ei benodiad i'r swydd ac yn ei longyfarch yn fawr.","Edrychwn ymlaen yn fawr i wrando ar anerchiad y Llywydd, y Prifardd Myrddin ap Dafydd, ac yr ydym yn ddiolchgar iddo am sicrhau amser yn ddyddiadur prysur yr Archdderwydd i ymweld â Chyfeillion GPC, sydd yn ymfalchïo yn ei benodiad i'r swydd ac yn ei longyfarch yn fawr.",NA
"2554","Ers dysgu siarad Cymraeg gwta chwe blynedd yn ôl, mae cyfreithiwr o Fanceinion wedi ysgrifennu nofel Gymraeg, meistroli'r gynghanedd, creu cynllun i ddiogelu enwau tai, a rhyddhau dwy albwm yn Iaith y Nefoedd.","Cymraeg","Nghymraeg","Chymraeg","Ers dysgu siarad Cymraeg gwta chwe blynedd yn ôl, mae cyfreithiwr o Fanceinion wedi ysgrifennu nofel Cymraeg, meistroli'r gynghanedd, creu cynllun i ddiogelu enwau tai, a rhyddhau dwy albwm yn Iaith y Nefoedd.","Ers dysgu siarad Cymraeg gwta chwe blynedd yn ôl, mae cyfreithiwr o Fanceinion wedi ysgrifennu nofel Nghymraeg, meistroli'r gynghanedd, creu cynllun i ddiogelu enwau tai, a rhyddhau dwy albwm yn Iaith y Nefoedd.","Ers dysgu siarad Cymraeg gwta chwe blynedd yn ôl, mae cyfreithiwr o Fanceinion wedi ysgrifennu nofel Chymraeg, meistroli'r gynghanedd, creu cynllun i ddiogelu enwau tai, a rhyddhau dwy albwm yn Iaith y Nefoedd."
"2584","Gruffudd a orfu gan ladd Hywel ger aber yr afon Tywi.","gorfu","ngorfu",NA,"Gruffudd a gorfu gan ladd Hywel ger aber yr afon Tywi.","Gruffudd a ngorfu gan ladd Hywel ger aber yr afon Tywi.",NA
"2588","Fe weithiodd y gantores Alys Williams gydag Elise Jones, cantores ifanc o Fangor, i ddod â'r gymuned ynghyd i ddathlu Nadolig sy'n wahanol iawn inni gyd, ac i orffen 2020 ar nodyn uchel!","gweithiodd","ngweithiodd",NA,"Fe gweithiodd y gantores Alys Williams gydag Elise Jones, cantores ifanc o Fangor, i ddod â'r gymuned ynghyd i ddathlu Nadolig sy'n wahanol iawn inni gyd, ac i orffen 2020 ar nodyn uchel!","Fe ngweithiodd y gantores Alys Williams gydag Elise Jones, cantores ifanc o Fangor, i ddod â'r gymuned ynghyd i ddathlu Nadolig sy'n wahanol iawn inni gyd, ac i orffen 2020 ar nodyn uchel!",NA
"2615","Mae'n un o dri pharc cenedlaethol yng Nghymru (gweler hefyd Bannau Brycheiniog a Phenfro).","Penfro","Benfro","Mhenfro","Mae'n un o dri pharc cenedlaethol yng Nghymru (gweler hefyd Bannau Brycheiniog a Penfro).","Mae'n un o dri pharc cenedlaethol yng Nghymru (gweler hefyd Bannau Brycheiniog a Benfro).","Mae'n un o dri pharc cenedlaethol yng Nghymru (gweler hefyd Bannau Brycheiniog a Mhenfro)."
"2654","Dyna leoliad Darren pan dynnodd o'r lluniau yma wrth iddi fachlud ar 9 Awst.","lleoliad",NA,NA,"Dyna lleoliad Darren pan dynnodd o'r lluniau yma wrth iddi fachlud ar 9 Awst.",NA,NA
"2749","Ganol fis Mawrth ymddangosodd baner y Ddraig Goch yn y gysgodfa ar gopa Moel Eilio.","cysgodfa","nghysgodfa","chysgodfa","Ganol fis Mawrth ymddangosodd baner y Ddraig Goch yn y cysgodfa ar gopa Moel Eilio.","Ganol fis Mawrth ymddangosodd baner y Ddraig Goch yn y nghysgodfa ar gopa Moel Eilio.","Ganol fis Mawrth ymddangosodd baner y Ddraig Goch yn y chysgodfa ar gopa Moel Eilio."
"2770","Fe wnaeth Cymdeithas yr Iaith gynnal piced y tu allan i Swyddfa Bost Aberystwyth ddoe (dydd Sadwrn, Hydref 14), yn dilyn cwynion gan aelodau a chefnogwyr am ddiffyg gwasanaethau Cymraeg yno.","Post","Mhost","Phost","Fe wnaeth Cymdeithas yr Iaith gynnal piced y tu allan i Swyddfa Post Aberystwyth ddoe (dydd Sadwrn, Hydref 14), yn dilyn cwynion gan aelodau a chefnogwyr am ddiffyg gwasanaethau Cymraeg yno.","Fe wnaeth Cymdeithas yr Iaith gynnal piced y tu allan i Swyddfa Mhost Aberystwyth ddoe (dydd Sadwrn, Hydref 14), yn dilyn cwynion gan aelodau a chefnogwyr am ddiffyg gwasanaethau Cymraeg yno.","Fe wnaeth Cymdeithas yr Iaith gynnal piced y tu allan i Swyddfa Phost Aberystwyth ddoe (dydd Sadwrn, Hydref 14), yn dilyn cwynion gan aelodau a chefnogwyr am ddiffyg gwasanaethau Cymraeg yno."
"2833","Mae na sioe ddawnsio pwysig ar fin cael ei chynnal yn Stiwdio Stepio.","dawnsio","nawnsio",NA,"Mae na sioe dawnsio pwysig ar fin cael ei chynnal yn Stiwdio Stepio.","Mae na sioe nawnsio pwysig ar fin cael ei chynnal yn Stiwdio Stepio.",NA
"2835","Na allaf fi.","gallaf","ngallaf",NA,"Na gallaf fi.","Na ngallaf fi.",NA
"2837","Adawes i'm sgidiau fi rywle fan hyn, dw i'n siŵr.","rhywle",NA,NA,"Adawes i'm sgidiau fi rhywle fan hyn, dw i'n siŵr.",NA,NA
"2856","Yr ail broblem yw effaith cludo disgyblion sy'n dod o du allan i'r dalgylch, yn enwedig os dônt o Loegr.","tu","nhu","thu","Yr ail broblem yw effaith cludo disgyblion sy'n dod o tu allan i'r dalgylch, yn enwedig os dônt o Loegr.","Yr ail broblem yw effaith cludo disgyblion sy'n dod o nhu allan i'r dalgylch, yn enwedig os dônt o Loegr.","Yr ail broblem yw effaith cludo disgyblion sy'n dod o thu allan i'r dalgylch, yn enwedig os dônt o Loegr."
"2925","Ar wahân i'r pafiliwn mawr, bydd hefyd y Babell Len, y Babell Ddawns, Pabell y Cymdeithasau, y Lle Celf; a bydd nifer o stondinau gan gymdeithasau gwirfoddol, megis yr Urdd, Merched Wawr; bydd y pleidiau gwleidyddol ar y maes hefyd a busnesau.","Pabell","Mhabell","Phabell","Ar wahân i'r pafiliwn mawr, bydd hefyd y Babell Len, y Pabell Ddawns, Pabell y Cymdeithasau, y Lle Celf; a bydd nifer o stondinau gan gymdeithasau gwirfoddol, megis yr Urdd, Merched Wawr; bydd y pleidiau gwleidyddol ar y maes hefyd a busnesau.","Ar wahân i'r pafiliwn mawr, bydd hefyd y Babell Len, y Mhabell Ddawns, Pabell y Cymdeithasau, y Lle Celf; a bydd nifer o stondinau gan gymdeithasau gwirfoddol, megis yr Urdd, Merched Wawr; bydd y pleidiau gwleidyddol ar y maes hefyd a busnesau.","Ar wahân i'r pafiliwn mawr, bydd hefyd y Babell Len, y Phabell Ddawns, Pabell y Cymdeithasau, y Lle Celf; a bydd nifer o stondinau gan gymdeithasau gwirfoddol, megis yr Urdd, Merched Wawr; bydd y pleidiau gwleidyddol ar y maes hefyd a busnesau."
"2984","Ar wahân i'r pafiliwn mawr, bydd hefyd y Babell Len, y Babell Ddawns, Pabell y Cymdeithasau, y Lle Celf; a bydd nifer o stondinau gan gymdeithasau gwirfoddol, megis yr Urdd, Merched Wawr; bydd y pleidiau gwleidyddol ar y maes hefyd a busnesau.","Pabell","Mhabell","Phabell","Ar wahân i'r pafiliwn mawr, bydd hefyd y Babell Len, y Pabell Ddawns, Pabell y Cymdeithasau, y Lle Celf; a bydd nifer o stondinau gan gymdeithasau gwirfoddol, megis yr Urdd, Merched Wawr; bydd y pleidiau gwleidyddol ar y maes hefyd a busnesau.","Ar wahân i'r pafiliwn mawr, bydd hefyd y Babell Len, y Mhabell Ddawns, Pabell y Cymdeithasau, y Lle Celf; a bydd nifer o stondinau gan gymdeithasau gwirfoddol, megis yr Urdd, Merched Wawr; bydd y pleidiau gwleidyddol ar y maes hefyd a busnesau.","Ar wahân i'r pafiliwn mawr, bydd hefyd y Babell Len, y Phabell Ddawns, Pabell y Cymdeithasau, y Lle Celf; a bydd nifer o stondinau gan gymdeithasau gwirfoddol, megis yr Urdd, Merched Wawr; bydd y pleidiau gwleidyddol ar y maes hefyd a busnesau."
"3023","Fe ddechreuodd y ffrae ar Sul cyntaf y brifwyl yng Nghaerdydd, pan ddefnyddiodd y newyddiadurwr o Gaerdydd y wefan gymdeithasol Twitter i gwyno ynglŷn â'r ""tipyn o sŵn"" a oedd yn dod o gyffiniau'r Bae.","cymdeithasol","nghymdeithasol","chymdeithasol","Fe ddechreuodd y ffrae ar Sul cyntaf y brifwyl yng Nghaerdydd, pan ddefnyddiodd y newyddiadurwr o Gaerdydd y wefan cymdeithasol Twitter i gwyno ynglŷn â'r ""tipyn o sŵn"" a oedd yn dod o gyffiniau'r Bae.","Fe ddechreuodd y ffrae ar Sul cyntaf y brifwyl yng Nghaerdydd, pan ddefnyddiodd y newyddiadurwr o Gaerdydd y wefan nghymdeithasol Twitter i gwyno ynglŷn â'r ""tipyn o sŵn"" a oedd yn dod o gyffiniau'r Bae.","Fe ddechreuodd y ffrae ar Sul cyntaf y brifwyl yng Nghaerdydd, pan ddefnyddiodd y newyddiadurwr o Gaerdydd y wefan chymdeithasol Twitter i gwyno ynglŷn â'r ""tipyn o sŵn"" a oedd yn dod o gyffiniau'r Bae."
"3033","Ni ddylai fod yn waith caled.","gwaith","ngwaith",NA,"Ni ddylai fod yn gwaith caled.","Ni ddylai fod yn ngwaith caled.",NA
"3065","Rydym wedi gweld yn ddiweddar na allwn gymryd ein unig sianel deledu Gymraeg yn ganiataol, ein sianel ni, ein cyfrwng ni i fynegi'n hunain.","teledu","nheledu","theledu","Rydym wedi gweld yn ddiweddar na allwn gymryd ein unig sianel teledu Gymraeg yn ganiataol, ein sianel ni, ein cyfrwng ni i fynegi'n hunain.","Rydym wedi gweld yn ddiweddar na allwn gymryd ein unig sianel nheledu Gymraeg yn ganiataol, ein sianel ni, ein cyfrwng ni i fynegi'n hunain.","Rydym wedi gweld yn ddiweddar na allwn gymryd ein unig sianel theledu Gymraeg yn ganiataol, ein sianel ni, ein cyfrwng ni i fynegi'n hunain."
"3070","Ar 6 Tachwedd 1961, sefydlwyd Cyngor Llyfrau Cymru, ac yn 2011 dathlwyd 50 mlynedd o wasanaethu'r fasnach lyfrau a chyfrannu'n sylweddol at ddatblygiad y diwydiant cyhoeddi yng Nghymru.","llyfrau",NA,NA,"Ar 6 Tachwedd 1961, sefydlwyd Cyngor Llyfrau Cymru, ac yn 2011 dathlwyd 50 mlynedd o wasanaethu'r fasnach llyfrau a chyfrannu'n sylweddol at ddatblygiad y diwydiant cyhoeddi yng Nghymru.",NA,NA
"3122","Wedi ennill gradd ddosbarth cyntaf, dychwelodd i Gymru i ddilyn gyrfa fel awdures a chantores.","cantores","gantores","nghantores","Wedi ennill gradd ddosbarth cyntaf, dychwelodd i Gymru i ddilyn gyrfa fel awdures a cantores.","Wedi ennill gradd ddosbarth cyntaf, dychwelodd i Gymru i ddilyn gyrfa fel awdures a gantores.","Wedi ennill gradd ddosbarth cyntaf, dychwelodd i Gymru i ddilyn gyrfa fel awdures a nghantores."
"3132","Dwi'n wallgo!","gwallgo","ngwallgo",NA,"Dwi'n gwallgo!","Dwi'n ngwallgo!",NA
"3177","Wrth groesawu'r cyhoeddiad, dywedodd Tamsin Davies ar ran Cymdeithas yr Iaith fod yr arian yn ""gam tuag at gyrraedd y filiwn o siaradwyr Cymraeg"".","miliwn",NA,NA,"Wrth groesawu'r cyhoeddiad, dywedodd Tamsin Davies ar ran Cymdeithas yr Iaith fod yr arian yn ""gam tuag at gyrraedd y miliwn o siaradwyr Cymraeg"".",NA,NA
"3258","Rhag ofn lleihau ei dylanwad yn ei thiriogaethau pell.","tiriogaethau","diriogaethau","nhiriogaethau","Rhag ofn lleihau ei dylanwad yn ei tiriogaethau pell.","Rhag ofn lleihau ei dylanwad yn ei diriogaethau pell.","Rhag ofn lleihau ei dylanwad yn ei nhiriogaethau pell."
"3259","Hoffwn i hefyd eich atgoffa - dwi'n ymddiheuro os ydw i wedi bombardio pawb efo hwn dros y dyddiau diwethaf! - am reid Y Ddwy Olwyn, y gyntaf o'i bath erioed, fydd yn cychwyn o'r maes am 5 yr hwyr ddydd Llun.","cyntaf","nghyntaf","chyntaf","Hoffwn i hefyd eich atgoffa - dwi'n ymddiheuro os ydw i wedi bombardio pawb efo hwn dros y dyddiau diwethaf! - am reid Y Ddwy Olwyn, y cyntaf o'i bath erioed, fydd yn cychwyn o'r maes am 5 yr hwyr ddydd Llun.","Hoffwn i hefyd eich atgoffa - dwi'n ymddiheuro os ydw i wedi bombardio pawb efo hwn dros y dyddiau diwethaf! - am reid Y Ddwy Olwyn, y nghyntaf o'i bath erioed, fydd yn cychwyn o'r maes am 5 yr hwyr ddydd Llun.","Hoffwn i hefyd eich atgoffa - dwi'n ymddiheuro os ydw i wedi bombardio pawb efo hwn dros y dyddiau diwethaf! - am reid Y Ddwy Olwyn, y chyntaf o'i bath erioed, fydd yn cychwyn o'r maes am 5 yr hwyr ddydd Llun."
"3304","Bob tro dyma law anweledig yn cydio ynddi cyn iddi gwympo.","llaw",NA,NA,"Bob tro dyma llaw anweledig yn cydio ynddi cyn iddi gwympo.",NA,NA
"3310","Roedd yn hanu'n wreiddiol o Lanberis yng Ngwynedd, ond bu'n byw am flynyddoedd lawer yng Ngwaelod-y-garth ger Caerdydd.","Llanberis",NA,NA,"Roedd yn hanu'n wreiddiol o Llanberis yng Ngwynedd, ond bu'n byw am flynyddoedd lawer yng Ngwaelod-y-garth ger Caerdydd.",NA,NA
